MAIN_ID,ra,dec,pmRA,pmDE,Vmag,Umag
HD 222390,355.0045563368808,+27.5149749434518,58.311,21.064,6.657,
HD 196815,310.1495868721106,-26.6451679602130,11.101,-23.521,6.500,
V* SY Crt,168.9157030081139,-12.5925668863013,-4.047,-11.777,6.593,
HD 208703,329.5554504132816,-05.4249220800618,41.525,-104.638,6.331,
HD   6540,016.7894070414989,+53.4981851926812,17.189,-3.387,6.290,9.490
HD 187217,296.6365321793552,+50.0103391305587,4.498,-18.364,6.68,
HD 167720,274.2984436361479,-17.3738930258260,-1.53,-14.63,5.75,9.03
*  60 Cet,030.7985417402976,+00.1285078375165,77.100,21.729,5.423,
* sig Cas A,359.7522439624458,+55.7549283534433,8.756,-4.249,5.01,
HD  62712,115.9288190264961,-38.2018776812578,-21.740,14.614,6.40,5.76
HD   9973,024.7798677710006,+61.0790920048785,-1.142,-0.063,6.911,8.51
HD  24164,059.1260176281359,+71.8216192052553,-56.635,-7.190,6.300,6.600
HD 201733,317.4942978205434,+45.5025533648022,8.057,0.182,6.63,5.81
*   1 Hya,126.1458937577185,-03.7512406016703,-212.361,-26.401,5.61,6.01
* eps Pyx,137.4850397267881,-30.3654007960926,-2.928,-48.825,5.593,
HD  92934,160.8246895253762,-31.7597199940461,13.840,-38.284,6.54,
HD  72127B,127.3642374691286,-44.7235433056387,-6.480,7.339,6.976,
HD 156093,258.6394565219217,+26.0519103838081,16.208,-32.694,6.55,
* lam Vel,136.99899114,-43.43259091,-24.01,13.52,2.21,5.67
HD 159704A,264.463363437,-37.861391572,-20,-124,6.89,
V* V647 Pup,091.9457878169997,-44.7293188158160,-2.386,27.343,6.75,
CCDM J22120-3818AB,333.00935951,-38.30282460,-10.38,15.34,6.9,
HD 150151,250.1576969986814,-35.6871793100559,-3.403,-7.672,6.64,6.56
HD 214873,340.3568538010922,-12.2299424280686,14.699,-10.616,6.75,
HD  63610,117.7508219186797,+31.6135365090448,-11.816,-40.646,6.806,
HD 164921,270.2706720154325,+47.4030883736787,14.545,3.966,6.87,
HD  83329A,144.418986388,+01.696033639,-109.9,27.6,6.88,
HD 174919,283.4525248243066,-19.7971296288074,0.693,-17.746,6.95,
* del Cru,183.7863196854,-58.7489269267,-35.81,-10.36,2.752,1.63
HD 178555,287.4506083788159,-19.8036576680037,22.947,-83.314,6.110,
*  61 Vir,199.6013094817,-18.3111957356,-1070.36,-1063.69,4.740,5.710
V* V949 Sco,263.1026156891560,-34.2794051679403,-9.480,-33.637,6.158,
HD  33089,077.4018192555148,+38.6855287609848,10.195,1.309,6.91,
HD 185225,294.3477198998648,+18.9765113431522,14.848,-11.399,6.66,
*  76 Cyg,325.3927306246255,+40.8052183852423,-17.057,-48.056,6.075,
NGC  1342,052.908,+37.377,0.520,-1.604,6.7,
HD  18153,044.2110766833399,+51.2612848101416,-0.143,-27.115,6.210,9.650
HD  54825,107.8749699994008,+26.4059052438683,-9.773,-16.065,6.70,
HD  46702,099.5832225989940,+57.1917150424877,-21.018,-15.760,6.73,
HD  88849,154.4606264542137,+71.0606964044349,-35.778,-45.423,6.610,
HD  47984,100.3742763448727,+06.1108260518873,-2.121,-0.983,7.000,7.31
HD  83550,146.3791082593582,+78.1347082829643,9.686,-1.825,6.236,
HD 166988,272.9380125416302,+33.4470563414312,12.453,13.849,5.970,6.050
HD 214850,340.21950684,+14.54916013,271.24,123.39,5.71,
*  32 Com,193.0510716198870,+17.0739403169257,1.211,-5.591,6.28,9.90
* lam Men,086.9505577552155,-72.7022509051615,-7.181,24.522,6.528,
HD 202307,318.7658547109214,-05.5518857374967,-25.94,-40.22,6.99,
*  12 Gem,094.8438487462289,+23.2745064840459,0.430,-2.375,6.97,7.64
V* V913 Cen,174.3919025633138,-60.9032314501401,-68.647,7.229,6.62,
HD  97903,167.1711474993580,-86.2309322878388,-29.255,4.343,6.86,
V* V1264 Cyg,293.6830382117249,+43.9458534053086,19.330,-1.034,6.620,
* del Men,064.4969690677135,-80.2140298080103,27.719,61.679,5.680,
HD 201108,317.17202731,-37.24269792,17.37,-3.54,6.90,
* kap Gru,346.1651160786963,-53.9649069664778,57.047,-104.882,5.363,
HD 198933,313.2232440046986,+24.9145831680984,-9.332,-7.144,6.63,
* bet02 Sgr,290.8047393708,-44.7997791969,93.45,-54.09,4.270,
HD 160877,266.1273170578567,-43.9050962793097,-2.108,-5.174,6.84,
HD  84751,146.7713148616104,-10.5230040833457,-44.358,-5.024,6.99,
* pi. Cep,346.97439069,+75.38749863,6.81,-34.06,4.41,5.67
V* IX Per,053.7550792176225,+32.0167786605067,40.585,-39.746,6.68,
* O Vel,145.9259768494861,-53.8912809326716,-67.418,32.887,5.544,
HD 121699,209.3655226890713,-23.0226311578109,-34.509,8.540,6.132,
*  29 Dor,084.2290783275199,-66.5602859656857,-6.011,11.500,6.274,
V* EM Aqr,313.7844683571513,-01.3730290818492,15.973,25.892,6.533,
HD  40359,089.2041906890889,-31.9762445892315,3.586,15.036,6.419,
* lam Cap,326.6337370648037,-11.3659581472872,29.199,-8.757,5.567,
*  33 Oph,255.9137583333749,+13.6053483471812,-21.382,-33.453,5.908,
HD  99923,172.4063781495570,-28.0305869261460,-17.808,-1.937,6.652,
*  64 Vir,200.5404368983526,+05.1547581774159,-87.934,-41.217,5.873,
HD  17743,043.21680054,+52.99729083,11.55,-53.50,6.35,
HD  98947,170.8131300297423,+06.5858178469865,-8.191,-13.646,6.91,
HD  41814,091.7162116660503,-11.1735912827201,-1.87,1.29,6.636,
[SC96] GC 361,270.93,-22.85,,,6.78,
* 117 Tau,082.0067082523783,+17.2391313775083,15.950,-45.996,5.758,
* psi09 Aur,104.1335739758617,+46.2740007619179,-3.119,4.583,5.87,5.36
*  43 UMa,162.7958748303012,+56.5822560666667,-67.822,2.387,5.661,
*  93 Leo,176.99639979,+20.21893056,-145.49,-4.34,4.522,
V* IQ Her,274.4785179590755,+17.9813180448526,13.333,34.003,6.910,9.790
HD 182394,291.6732294717131,-46.5789124724025,-1.954,-5.386,6.64,
HD 222485,355.2791009239571,-24.1604799274081,9.546,-11.544,6.62,
*   9 Peg,326.1278992246,+17.3500158506,8.66,-11.33,4.35,6.48
*  49 Dra,285.1810657172593,+55.6582999333477,-10.475,-7.308,5.513,
HD 168795A,275.161121,+22.797422,1.1,-4.1,6.845,
HD  39640,087.7217603030862,-52.1088736266348,2.388,-76.795,5.166,
* P Cyg,304.4466753517,+38.0329313122,-3.18,-6.45,4.82,4.66
V* VX Crt,174.9597250600816,-16.6202285788246,-17.810,-8.014,6.19,9.56
HD 198704,312.9831764936558,+08.7727088649510,12.262,-10.921,6.80,
HD 169646,275.9886767901979,+38.7392311195273,6.817,7.877,6.370,9.490
* alf Peg,346.19022269,+15.20526715,60.40,-41.30,2.48,2.38
HD  17134,041.0609204286037,-25.4954010347936,148.512,47.497,6.962,
HD 199509,317.3363680860715,-82.0272534038957,264.004,-55.541,6.995,7.665
V* T Ind,320.0395129248751,-45.0218924216999,0.994,3.679,6.00,12.08
HD 111102,191.9133616180002,-58.2975703320023,-36.577,-15.004,6.942,
HD  74483,131.4076378842998,+37.2915947406906,-53.351,-53.681,6.960,7.270
* gam Tri,034.3286126396,+33.8471930692,44.64,-52.57,4.00,
HD 102997,177.8041153892909,-61.8461515695947,-7.523,0.916,6.556,6.31
* alf Gem A,113.649428450,+31.888276192,-206.3,-148.2,1.9,
HD  59235,112.0080351688968,-26.8389750562247,10.027,8.021,6.26,
HD  81782,141.6024036483,-42.2511499661,-5.39,1.42,6.67,
HD  47432,099.6591151818621,+01.6135216598042,-0.399,-1.619,6.31,5.67
*  44 UMa,163.3935531313785,+54.5851329805420,-66.238,-10.536,5.111,
V* V350 CMa,100.6918499472713,-22.4485926775993,-54.535,99.496,6.23,
HD 165516,271.7973063083322,-21.4439351687674,0.495,-1.303,6.33,5.73
HD  52100,105.3208738062865,+32.4145774113001,-8.474,-12.812,6.546,
HD  91106,157.74484859,-07.63754802,-35.71,-1.13,6.20,
HD  17324,041.3872981795030,-42.8387001798843,-1.351,-71.653,6.86,
*  88 Psc,018.6766342224838,+06.9951378347791,-13.385,-23.525,6.022,
HD  39294,087.5389372591410,-32.8092601314436,-7.866,-17.197,6.82,
HD 206646,325.7277136693539,+23.3217373325320,0.672,-12.995,6.98,
HD 139518,234.8390428365559,-23.1502281615703,-29.866,-23.538,6.322,
* lam Cyg,311.85224026,+36.49071491,14.71,-8.96,4.54,3.93
HD  53762,105.8525030491702,-52.4253389699901,-9.685,9.194,6.54,
HD 210300,332.5006362717861,-28.2924355211536,29.133,24.472,6.436,
HD 173885,282.0491783460187,-14.7083421977436,-44.039,-25.947,6.85,
HD 187059,296.9422858233342,+05.7819959307041,23.351,-0.555,6.72,
HD  37946,085.3963436479986,-15.3375610530330,-39.301,-17.172,6.99,
V* DR Cam,074.2898115966485,+59.1203086952659,-3.230,-23.424,6.62,
HD 186185,295.8897821816462,-15.4700211537394,146.250,-204.540,5.49,
* eta Lyr,288.4395346796,+39.1459666919,-0.60,-1.26,4.398,3.58
HD 194848,307.1841657115658,-23.9838317691418,-1.958,-58.740,6.83,
HD 106869,184.3828015454032,-48.9255641301209,-278.810,-59.346,6.82,
HD  58377,111.0333109539391,-28.8278807112845,-7.163,5.233,6.81,5.98
*  46 Leo,158.0490573608,+14.1372698517,-41.13,25.01,5.46,9.18
*  21 Com,187.7523351370510,+24.5671683915466,-12.410,-9.676,5.436,
* eps Dor,087.4730044458,-66.9011885194,-21.81,17.32,5.11,4.48
HD  65663,119.0657070867,-61.0994305536,-5.07,14.35,6.730,6.54
HD 198431,312.6740693049330,-12.5449039533584,125.773,-70.656,5.872,
V* AL Scl,358.8191262451776,-31.9214723899322,15.137,3.354,6.076,5.57
V* V810 Cen,175.8799643352402,-62.4893963628607,-5.585,1.318,5.03,6.18
*  70 Her,260.2258567214427,+24.4994336658503,-19.096,-1.104,5.12,5.11
HD  43362,093.8589528542,-09.0357613533,-13.04,-4.23,6.081,5.71
HD  23139,056.1704228273393,+46.0998082890551,0.649,-21.993,6.091,
HD   2923,008.1799887403324,+38.8437702720062,-14.668,-22.853,6.89,
* chi Dra,275.26409395,+72.73284772,531.21,-349.71,3.580,4.010
HD  44892,095.9281845778001,-16.4671888986245,0.332,9.549,6.57,
* iot Del,309.4546653387505,+11.3776726105734,38.956,-7.984,5.418,
V* LT Vul,285.9270186226005,+21.2683499501629,15.136,-0.308,6.630,7.070
HD  72798,128.2577478765791,-45.7529034658422,-9.336,9.036,6.354,
* mu. Cha,150.1824947283049,-82.2146702211535,-26.639,31.129,5.520,
HD  28620,068.0718848633986,+37.0432465008294,29.820,-7.659,6.810,7.230
*  14 CVn,196.4351464408520,+35.7988967648494,-36.832,20.763,5.195,
BD+78     1B,002.3344413224800,+79.7147582559622,104.836,-27.044,6.89,
HD  24098A,057.5673518495175,-01.5225738900981,103.167,24.827,6.491,
HD 118520,204.7039685565462,-57.6227142114581,-9.738,-6.202,6.000,
HD   6093,015.6484241380169,+27.7479535487535,77.434,9.269,6.87,
HD 177205,285.8977647931240,+02.5457400243923,13.426,2.636,6.90,
HD  82969,144.4062913741316,+60.2136830363826,-11.880,-32.046,6.41,
HD  89192,153.9865472643788,-55.5196423470793,-38.270,16.701,6.830,
HD  40665,089.3098892406031,-53.4256944393944,9.170,-0.620,6.451,
HD  91437,158.1400394483736,-44.6185047751173,-13.633,-22.981,5.903,
HD 223884,358.3368525878040,-24.2292533973799,49.888,-11.378,6.231,
HD 103077,178.0171710088276,-49.4011394037029,-19.251,0.822,6.99,
HD 150255,249.5167899016167,+39.5772208449840,-29.290,-61.318,6.740,8.970
HD  18448,043.6982450551974,-64.0021437081848,122.637,99.027,6.77,
V* NZ Peg,324.7549527169491,+20.2654492999374,122.255,-0.843,5.762,
HD 178233,286.6572262403321,+28.6285928172991,75.662,85.291,5.55,5.88
HD 188772,298.1986826827143,+64.1760446751513,1.519,-22.519,6.76,
* nu. Aur,087.8723822515371,+39.1484991610019,6.201,6.463,3.950,6.160
HD  82984,143.43557864,-49.00507613,-23.57,7.09,5.12,4.43
HD 151404,253.0737590969483,-67.6816370929562,-52.025,-50.775,6.317,
HD  73335,129.2655710610069,-26.4163967275603,-9.955,-26.693,6.80,
HD  53670,106.2731426408271,-20.2024714123643,-4.927,1.148,7.00,
*  84 Cet A,040.3083301881613,-00.6956523388442,220.085,-124.478,5.77,
HD 174152,282.7443808540143,-41.0626945406243,2.668,-3.042,6.49,
V* V2392 Oph,274.0232179383958,+02.3775180206702,-5.850,-28.458,6.01,9.16
* h Lup,235.6596531486507,-37.4249377397870,-49.055,-17.614,5.240,
HD  96068,166.0121039947021,-54.1977626952204,-13.201,-0.669,6.52,
HD  70935,126.2544166555765,+09.4260525637947,-12.163,14.464,6.74,
*  55 Ori,087.8415991742449,-07.5180021898399,-0.133,-0.901,5.341,4.32
HD 224544,359.7051494801454,+32.3817055469403,1.612,-3.061,6.515,5.84
HD 217157,342.7627409710509,+85.3737349445982,14.380,112.179,5.891,
V* LM Lup,241.1853710415298,-39.4346612174184,-16.621,-26.280,6.94,
HD  79524,138.3277719086346,-42.2732891226247,-14.025,62.175,6.267,
* alf Lup,220.4823157775,-47.3881987461,-20.94,-23.67,2.286,1.22
HD  11727,028.9770034346424,+37.2777908423442,9.566,-4.977,5.867,
*  51 Cyg,310.5525994160714,+50.3400120527923,6.790,5.451,5.401,4.64
HD 216425,342.8727816828175,+62.9721820682631,12.346,-49.163,6.65,
HD 141698,237.8837611633034,-32.6860745513868,-21.905,6.244,7.00,
HD 161664,266.9399979004454,-22.4777903587554,-1.378,-8.011,6.190,
HD  49689,101.7194750228775,-51.2656665651073,-22.28,-91.00,5.379,
*  23 LMi,154.0601248855352,+29.3104747739860,-70.590,-22.950,5.488,
HD  61295,114.9753839466078,+32.0097411277732,-26.578,-48.745,6.165,
V* IO Vel,144.5133999470154,-54.2191049980809,-11.529,8.547,6.871,
* b Cnc,131.1876503144053,+10.0816676432524,-15.045,-18.234,5.66,5.30
HD 174779,283.6212872219068,-45.4862692127935,4.842,-3.613,6.65,
HD 127624,218.2902265891158,-30.7150584249420,44.755,-41.156,6.12,
V* V346 Pav,276.3817914506187,-63.0215368332519,0.83,-102.15,6.122,
HD  37016,083.8429900671083,-04.4243168058186,-0.08,0.82,6.244,5.4
HD 172236,279.9737543590874,-20.0712873605986,38.294,-35.732,6.67,
* kap Nor,243.3697030818989,-54.6304683336361,-3.845,-22.366,4.94,6.79
IDS 01200-0628,021.25244174,-05.94642409,14.57,-6.05,6.74,
V* V1584 Cyg,304.9835116800310,+46.8373167291598,-1.400,5.114,6.478,
* rho Oph A,246.3963259852475,-23.4471742879781,-4.076,-23.572,5.05,4.3
HD  98617,169.6433576668987,-79.6686493346990,45.901,-37.868,6.352,
HD 131376,223.9919697364693,-60.9059150138379,-40.577,-7.331,6.69,
HD 154732,256.2074024700122,+48.8040135103729,23.303,-84.384,6.106,
HD 189944,300.4362982237046,+24.8004044081861,6.72,-1.55,5.870,
HD  14832,035.5489534891847,-43.1998092031942,61.611,44.605,6.298,
HD 154204,256.1888603908744,-20.4947028155192,-4.967,-24.280,6.30,
HD 123112,211.7426864737928,-47.5892050876834,-15.792,-16.262,6.99,
HD  99441,171.2987288497769,-73.6323567424986,-78.673,51.589,6.88,
HD  75974,133.4805450082290,+19.9671306761264,-18.710,-4.940,6.668,
HD  78702,137.2675423732115,-18.3285558467655,-63.276,20.041,5.722,
* zet Men,100.0120498954372,-80.8135942069267,-4.801,53.158,5.606,
* gam Psc,349.2914062129,+03.2822883264,759.82,17.77,3.70,5.20
*  14 Eri,049.1489766286170,-09.1545366190825,8.057,22.871,6.143,
HD 121303,208.7572268557509,-19.2172838105906,-7.553,-7.951,6.98,
HD 174464,282.7438025735049,-09.7740959564036,7.133,-0.217,5.836,6.74
HD  50083,102.9406389575302,+05.0844065302201,-0.412,-1.791,6.92,6.22
HD  73451,129.5844861095918,-06.6623194210663,-8.925,-4.043,6.523,
HD 156766,260.6243427005422,-54.2856539309163,61.892,-94.982,6.81,
HD  61950,114.0802482599760,-69.0565388026549,-5.431,13.525,6.87,
HD  33462,078.0623774841468,+40.1015637376958,4.476,-4.941,6.98,6.73
HD  84688,146.3227221783490,-54.2474434782836,-28.396,13.787,6.91,
HD 195194,307.1074630629253,+39.3289524206192,10.355,15.000,6.954,
HD  42092,092.2486499316118,+02.4963908450631,3.453,-14.256,6.85,
HD 182955,291.6195279044189,+19.8914930799339,0.196,-47.053,5.87,9.29
HD 163214,267.3670166410070,+68.6890281088561,-7.372,72.262,6.90,
HD 193302,305.2162347835822,-35.6736761140026,36.822,19.800,6.463,
HD  77660,136.2295025497794,+32.3768378057723,-58.450,-62.509,6.470,6.810
V* CS Vir,214.6594084543088,-18.7159672703048,-60.189,-41.389,5.90,5.86
HD  15646,037.0182774256869,-64.2997682493218,34.008,6.233,6.349,
* l Eri B,069.545012783,-14.303751711,-76.0,-167.2,6.87,
V* S TrA,240.2946495889398,-63.7765367839597,-2.244,-2.804,6.41,7.73
* 110 Her,281.4155237671,+20.5463103053,-8.87,-334.56,4.19,4.66
HD 179784,288.3140952970970,+15.0356334078121,-3.61,-3.16,6.685,
[SC93] 312,099.17,+05.53,,,6.94,
*  63 Oph,268.7251797888513,-24.8870956703254,0.704,-2.194,6.20,5.35
[SC96] Mis   21,243.75,-39.63,,,6.88,
HD 207435,327.2579117957058,-05.4037502045293,-51.328,-43.111,6.651,
HD  12479,030.6461476494733,+13.4767115455853,-0.603,-1.323,5.94,9.36
* n01 Ori A,082.8105487508092,+03.2921375746761,2.528,-1.874,5.74,
HD  47054,099.1472070656854,-05.2111390274183,4.659,-15.579,5.52,5.05
HD  95122,164.33407437,-69.03805596,-25.69,2.64,6.590,
HD 198181,311.5883541466976,+52.9952968427003,-81.885,-103.520,6.341,
HD  38503,086.9846560412247,+35.1592800157015,-1.201,-0.773,6.589,
HD  21068,050.5389465268821,-46.7633602373521,-22.089,-70.091,6.90,
HD 144208,240.8306839126461,+36.6317817606105,8.147,-13.619,5.804,
[SC93]  64,092.68,+13.63,,,5.65,
* eta Ori,081.11923634,-02.39714754,-0.71,-3.46,3.35,2.25
HD   8070,020.0124571625296,-09.8837851254387,27.811,-75.357,6.65,
HD  35520,081.7033500028988,+34.3918062354816,1.716,-7.380,5.905,
*  48 Cet,022.4005693057602,-21.6293378202643,55.615,4.504,5.104,
HD 150742,251.1774717036243,-40.8396749754978,-12.438,-21.668,5.628,
HD  11151,027.7380338118668,+51.9334187396394,41.895,-115.196,5.951,
* tau Cyg,318.69788551,+38.04531782,196.99,410.28,3.730,4.140
HD 212365,335.4657736837290,+63.1399835005752,30.357,17.565,6.95,
V* V442 Cep,331.0535963201990,+59.8671614753978,7.254,2.898,6.97,6.77
* e02 Car,128.8321202489902,-58.0092420686814,52.848,28.117,4.847,
HD  76348,134.2811829047379,+44.4093042714439,44.046,10.691,6.93,
HD  14728,035.5207604767613,-17.6621704518499,8.815,-58.611,5.868,
HD  77321,135.00451053,-49.55796630,-12.62,7.98,6.903,
HD  76962,134.7306772209118,-15.9849033517002,-23.177,-1.545,6.72,
HD  12998,031.7605934310043,-08.6063604027035,55.904,-21.551,6.64,
HD  74319,130.3954344197146,-44.9919118181104,-11.456,9.236,6.685,
HD 207840,327.8927022412308,+19.8266822706664,20.996,13.567,5.768,
HD 163181,269.0669909336521,-32.4749931539465,2.778,-1.480,6.61,6.47
HD 172088,279.5991575062060,-03.1936486714321,4.504,35.585,6.482,
HD 154779,257.0618944408524,-17.6090498217801,3.655,-34.923,5.977,
HD 180614,288.9835843843503,+31.0354990090249,-80.898,-92.750,6.79,
* gam Mus,188.1167226400,-72.1329888058,-51.34,-5.40,3.88,3.12
* e01 Car,128.8148080277581,-58.2247373315327,-21.280,11.230,5.234,
HD 215631,342.4213310053390,-77.0510571175827,84.978,-4.257,6.728,
HD 170407A,278.560454,-66.279294,21.4,-13.4,6.873,
HD 206252,325.4141615535229,-32.5310047029618,59.578,-62.006,6.86,
V* LW Vel,153.3451850925031,-51.2329695357981,-40.170,-13.647,5.265,
V* RW Cep,335.7792300331386,+55.9632267213540,-3.616,-2.349,6.65,11.25
HD 155826,258.8995922157180,-38.5939358057704,-144.817,-419.434,5.96,
HD 130157,221.8068735671,-21.3248694722,-13.54,3.49,6.034,
V* RT Hya,127.4214809101940,-06.3187862043499,11.557,-43.238,7.00,
HD 168849,276.3199748454149,-57.0955062927278,25.965,-14.667,6.84,
HD  35162,080.442683,-24.772978,-38.1,-12.0,5.34,
HD 220007,349.9578187280291,+57.2436333641032,12.723,-3.004,6.92,
*  32 LMi,157.5268664019673,+38.9251339159319,-16.692,-4.905,5.784,
HD 176776,285.2726688440802,+19.3095655235866,-2.568,-1.664,6.460,8.700
HD 188669,298.7715521517820,+30.6875871288789,46.117,22.261,6.97,
HD 129216,220.5546544882503,-32.7703217568448,-128.907,-132.629,6.637,
HD  52721,105.45629071,-11.30092274,-5.08,4.59,6.59,5.88
* d Aqr,324.8886133676886,+02.2435559732898,-30.198,-82.505,5.100,
* t01 Car,159.0854924558360,-59.5643917129465,-40.984,-39.180,5.088,
HD 184358,294.8504198532745,-69.3378797319576,13.273,3.813,6.935,
* iot Crt,174.6667412994698,-13.2019379112929,92.006,125.014,5.48,
*  62 Aur,104.7618631849290,+38.0523194779771,-41.458,-122.497,6.021,
HD  75387,132.0365694952207,-42.4634469538304,-12.267,6.102,6.42,5.43
*  74 Cyg,324.2373771045178,+40.4134949567494,2.270,18.399,5.035,
HD 153613,255.4693409605144,-32.1435235278591,-9.231,-49.973,5.010,
HD 133008,225.6248943403536,-07.8404288291245,-58.319,-12.598,6.61,
*  23 Sex,155.2583571392487,+02.2897241799899,-8.656,-1.032,6.644,5.9
HD  38858,087.1455839388217,-04.0946443137239,61.537,-229.454,5.97,6.71
NGC  2539,122.654,-12.818,-2.331,-0.584,6.5,
* eta Ori B,081.119238600,-02.397136900,,,3.59,
HD 174853,283.0080148926776,+13.9656519394703,-4.322,-10.973,6.20,
HD  51210,103.1892680738271,-59.3411752540946,-8.107,36.548,6.415,
* eta01 Dor,091.5390897587492,-66.0396195672411,13.656,27.815,5.690,
HD 151900,252.5927156516679,-02.6543571712031,3.082,-45.691,6.310,
HD  37828,085.2276867029152,-11.2000528869044,37.204,-47.611,6.869,
HD   9022,022.5762792753945,+59.7820500786700,13.676,8.540,6.894,
HD  39225,088.1670509187226,+33.9174644618704,18.569,8.812,6.07,
HD  27278,065.0601098451922,+41.8081191544194,13.985,-36.508,5.958,
V* S Peg,350.1358933999820,+08.9189341491150,-18.178,-17.193,6.90,
HD  21903,053.75421118,+60.04143222,-21.35,22.72,6.46,
* alf Boo,213.91530029,+19.18240916,-1093.39,-2000.06,-0.05,2.46
HD 173215,280.9645783379165,+10.9011440500154,9.329,-0.265,6.58,
HD 192699,304.0250172786837,+04.5807948147386,-41.239,-52.035,6.446,
HD 160822,265.1716113114375,+31.2874764864272,-60.08,-74.95,6.309,
HD 120991,208.4885012175915,-47.1281592050480,-8.002,-5.281,6.10,5.11
HD 119784,206.3059799536897,+10.3253073038319,-55.294,-44.464,6.41,
HD 213780,338.5275449130019,-09.6084818259111,-20.363,1.406,6.55,
* c Vir,185.0874222283,+03.3125723236,-292.95,-63.58,4.96,7.27
HD 152273,254.0696443277569,-61.6406066227512,-4.142,-12.143,6.77,
*   3 Cet,001.1254928050,-10.5095235808,-6.85,-12.02,4.924,
V* V400 Peg,323.6957685517465,+19.9363895569289,-10.507,-7.231,6.90,
HD  69082,123.4945843832055,-36.3407768404502,-6.904,7.598,6.014,5.23
